BI-Vital CA7F, STM_FW 2.0-23-g1ecdf25, NRF_FW 2.0, Config #3536667788, Start Time 1970-01-01 00:00:13, Uptime 00:00:13, Global Update intervall 5 ms
Updatinterval [ms], 5
Time [s], Heartrate [bpm]
 228.025,  93
 228.730,  93
 229.425,  93
 230.080,  90
 230.720,  90
 231.375,  90
 232.065,  90
 232.825,  90
 233.615,  90
 234.415,  86
 235.205,  80
 235.965,  76
 236.685,  76
 237.380,  76
 238.070,  78
 238.750,  82
 239.435,  85
 240.125,  86
 240.830,  86
 241.545,  86
 242.285,  86
 243.020,  85
 243.735,  83
 244.470,  83
 245.185,  82
 245.900,  82
 246.605,  82
 247.290,  82
 247.980,  83
 248.650,  84
 249.330,  86
 249.980,  86
 250.610,  87
 251.250,  88
 251.885,  91
 252.540,  92
 253.220,  92
 253.910,  92
 254.595,  91
 255.300,  88
 256.000,  87
 256.700,  86
 257.390,  86
 258.065,  86
 258.750,  86
 259.435,  86
 260.115,  86
 260.815,  86
 261.515,  86
 262.215,  86
 262.910,  86
 263.615,  86
 264.325,  86
 265.045,  86
 265.760,  84
 266.460,  84
 267.180,  84
 267.895,  84
 268.605,  83
 269.285,  83
 269.960,  83
 270.635,  83
 271.315,  87
 272.015,  87
 272.780,  87
 273.595,  87
 274.400,  85
 275.170,  79
 275.925,  77
 276.645,  77
 277.330,  77
 277.990,  78
 278.645,  82
 279.295,  86
 279.945,  89
 280.600,  90
 281.280,  90
 281.985,  90
 282.685,  90
 283.395,  88
 284.085,  85
 284.795,  85
 285.480,  85
 286.150,  85
 286.830,  86
 287.520,  86
 288.225,  86
 288.930,  86
 289.625,  86
 290.310,  85
 290.990,  85
 291.665,  85
 292.335,  86
 293.010,  87
 293.685,  88
 294.360,  88
 295.040,  88
 295.735,  88
 296.420,  88
 297.115,  88
 297.810,  87
 298.500,  86
 299.180,  86
 299.855,  86
 300.530,  86
 301.210,  86
 301.910,  87
 302.605,  87
 303.290,  87
 303.965,  87
 304.620,  87
 305.265,  87
 305.900,  88
 306.535,  90
 307.175,  92
 307.810,  93
 308.450,  93
 309.070,  93
 309.715,  93
 310.365,  93
 311.070,  93
 311.840,  93
 312.605,  92
 313.375,  85
 314.120,  79
 314.840,  78
 315.505,  78
 316.135,  79
 316.765,  82
 317.385,  88
 318.005,  93
 318.620,  94
 319.225,  95
 319.830,  96
 320.470,  96
 321.140,  96
 321.815,  96
 322.495,  94
 323.145,  89
 323.780,  89
 324.420,  89
 325.040,  91
 325.660,  93
 326.270,  93
 326.855,  95
 327.440,  96
 328.020,  97
 328.605, 101
 329.200, 101
 329.815, 101
 329.820,    
 330.435, 101
 331.040, 101
 331.635,  99
 332.255,  99
 332.920,  97
 333.615,  97
 334.315,  97
 335.020,  91
 335.715,  86
 336.395,  86
 337.065,  86
 337.715,  86
 338.335,  87
 338.935,  88
 339.530,  91
 340.120,  96
 340.715,  98
 341.320, 100
 341.945, 100
 342.590, 100
 343.290,  99
 344.070,  96
 344.900,  92
 345.745,  86
 346.545,  78
 347.335,  75
 348.115,  75
 348.895,  75
 349.660,  75
 350.350,  75
 351.015,  76
 351.670,  77
 352.340,  84
 353.035,  88
 353.735,  88
 354.455,  88
 355.155,  86
 355.830,  86
 356.500,  86
 357.220,  86
 357.945,  85
 358.675,  85
 359.380,  83
 360.095,  83
 360.800,  83
 361.500,  83
 362.195,  84
 362.880,  84
 363.575,  84
 364.260,  85
 364.955,  85
 365.655,  85
 366.345,  85
 367.045,  85
 367.740,  85
 368.425,  85
 369.115,  85
 369.785,  86
 370.430,  86
 371.065,  86
 371.705,  88
 372.345,  92
 373.025,  92
 373.700,  92
 374.380,  92
 375.045,  89
 375.685,  89
 376.310,  89
 376.930,  89
 377.530,  92
 378.135,  94
 378.755,  96
 379.375,  96
 380.030,  96
 380.745,  96
 381.480,  96
 382.220,  91
 382.940,  85
 383.660,  83
 384.370,  83
 385.075,  83
 385.775,  83
 386.470,  83
 387.155,  84
 387.840,  85
 388.515,  85
 389.185,  86
 389.860,  87
 390.540,  87
 391.245,  87
 391.955,  87
 392.640,  87
 393.325,  87
 393.995,  87
 394.660,  87
 395.330,  87
 396.040,  88
 396.750,  88
 397.485,  88
 398.230,  84
 398.975,  84
 399.710,  81
 400.440,  81
 401.150,  81
 401.825,  81
 402.470,  81
 403.105,  83
 403.730,  88
 404.350,  91
 404.970,  93
 405.600,  95
 406.225,  95
 406.850,  95
 407.480,  95
 408.140,  95
 408.835,  95
 409.565,  95
 410.300,  91
 411.055,  86
 411.805,  82
 412.540,  81
 413.265,  81
 413.990,  81
 414.675,  81
 415.365,  81
 416.035,  82
 416.705,  86
 417.370,  86
 418.025,  88
 418.680,  88
 419.320,  89
 419.965,  90
 420.615,  90
 421.260,  91
 421.920,  91
 422.545,  91
 423.235,  91
 423.890,  91
 424.565,  91
 425.245,  91
 425.955,  89
 426.675,  88
 427.420,  88
 428.170,  84
 428.875,  83
 429.595,  83
 430.315,  83
 431.055,  83
 431.800,  83
 432.540,  83
 433.270,  81
 433.980,  81
 434.670,  81
 435.345,  81
 436.000,  83
 436.630,  86
 437.265,  87
 437.885,  90
 438.515,  93
 439.135,  94
 439.770,  94
 440.440,  94
